SKU,ID fila,ID Orden,Fecha Orden,Prioridad,Cantidad,Precio,Descuento,Tipo de Env¡o,Ganancia,Precio por Unidad,Costo de Env¡o,Nombre del Cliente,ID Provincia,Segmento del Cliente,Fecha de env¡o,,,,
103,5534,39173,16/01/2009,Critical,2, $186.64 ,0.05,Terrestre,-433.290143,179.29,29.21,Jason Klamczynski,2,PYME,18/01/2009,,,,
822,6941,49541,16/01/2009,Medio,35, $14.39 ,0,Aereo Regular,16.46,13.43,5.5,Joe Elijah,9,Oficina en Hogar,17/01/2009,,,,
426,345,2370,16/01/2009,Critical,6, $113.27 ,0.02,Aereo Regular,-85.76,110.98,13.99,Sanjit Jacobs,2,Consumidor,18/01/2009,,,,
552,346,2370,16/01/2009,Critical,30, $8.58 ,0.01,Aereo Regular,59.18,8.01,2.87,Sanjit Jacobs,2,Consumidor,18/01/2009,,,,
107,4459,31781,16/01/2009,Medio,46, $5.41 ,0.1,Aereo Regular,-282.6125,5.81,8.49,Sylvia Foulston,8,Corporativo,17/01/2009,,,,
262,4460,31781,16/01/2009,Medio,41, $1.91 ,0.03,Aereo Regular,5.53,1.81,0.75,Sylvia Foulston,8,Corporativo,17/01/2009,,,,
1194,4341,30915,16/01/2009,Bajo,20, $3.14 ,0.04,Aereo Express,-17.75,2.98,2.03,Xylona Price,1,Corporativo,16/01/2009,,,,
719,4342,30915,16/01/2009,Bajo,25, $113.44 ,0.01,Aereo Regular,561.132,125.99,8.99,Xylona Price,1,Corporativo,21/01/2009,,,,
898,278,1921,17/01/2009,Medio,24, $328.00 ,0.05,Terrestre,541.47,328.14,91.05,Benjamin Venier,1,PYME,19/01/2009,,,,
113,1781,12771,17/01/2009,Critical,40, $28.59 ,0.08,Aereo Regular,-193.44,30.53,19.99,Carlos Soltero,8,PYME,17/01/2009,,,,
114,1782,12771,17/01/2009,Critical,46, $1.70 ,0.01,Aereo Regular,-43.1,1.68,1.57,Carlos Soltero,8,PYME,19/01/2009,,,,
534,6158,43620,17/01/2009,Medio,13, $15.09 ,0.05,Aereo Regular,-89.35,14.81,13.32,Joel Eaton,6,Oficina en Hogar,20/01/2009,,,,
1046,6159,43620,17/01/2009,Medio,11, $4.52 ,0.05,Aereo Express,-0.13,4.2,2.26,Joel Eaton,6,Oficina en Hogar,19/01/2009,,,,
669,2619,18945,17/01/2009,Medio,33, $16.02 ,0.06,Aereo Regular,168.54,16.48,1.99,John Lee,7,Corporativo,19/01/2009,,,,
891,1415,10272,17/01/2009,Medio,3, $99.69 ,0.03,Aereo Regular,-50.43,90.48,19.99,Katherine Ducich,9,Corporativo,19/01/2009,,,,
1093,1416,10272,17/01/2009,Medio,26, $21.78 ,0.06,Aereo Regular,76.43,22.84,8.18,Katherine Ducich,9,Corporativo,17/01/2009,,,,
776,6587,46884,17/01/2009,Medio,25, $11.22 ,0.1,Aereo Regular,39.52,11.55,2.36,Paul Prost,1,Corporativo,18/01/2009,,,,
882,6585,46884,17/01/2009,Medio,18, $7.23 ,0.1,Aereo Regular,40.3,7.64,1.39,Paul Prost,6,Corporativo,19/01/2009,,,,
1263,6586,46884,17/01/2009,Medio,3, $112.45 ,0,Aereo Regular,-509.938,125.99,2.5,Paul Prost,6,Corporativo,19/01/2009,,,,
1187,4612,32868,17/01/2009,No Especificado,39, $28.24 ,0.05,Aereo Regular,200.53,28.15,6.17,Randy Ferguson,6,Oficina en Hogar,18/01/2009,,,,
16,6772,48199,18/01/2009,No Especificado,47, $14.31 ,0.1,Aereo Regular,279.74,15.74,1.39,Erica Bern,13,Corporativo,21/01/2009,,,,
1126,8223,58784,18/01/2009,Medio,25, $355.01 ,0.05,Terrestre,2372.08,350.99,39,Kristen Hastings,1,Corporativo,20/01/2009,,,,
367,8224,58784,18/01/2009,Medio,20, $16.56 ,0.04,Aereo Express,-67.3815,15.99,9.4,Kristen Hastings,1,Corporativo,20/01/2009,,,,
189,8220,58784,18/01/2009,Medio,12, $11.83 ,0.02,Aereo Regular,1.46,11.58,5.72,Kristen Hastings,6,Corporativo,19/01/2009,,,,
84,8221,58784,18/01/2009,Medio,29, $47.56 ,0.06,Aereo Regular,573.8,48.91,5.81,Kristen Hastings,6,Corporativo,18/01/2009,,,,
261,8222,58784,18/01/2009,Medio,17, $16.40 ,0.02,Aereo Regular,-210.09,15.51,17.78,Kristen Hastings,6,Corporativo,19/01/2009,,,,
53,3084,22118,18/01/2009,Alto,50, $56.85 ,0.05,Aereo Regular,1315.749,58.1,1.49,Natalie Webber,9,Corporativo,18/01/2009,,,,
817,11,66,19/01/2009,Bajo,41, $2.64 ,0.09,Aereo Regular,7.57,2.88,0.7,Arthur Gainer,5,Consumidor,19/01/2009,,,,
41,2874,20711,19/01/2009,Critical,5, $19.73 ,0.1,Aereo Regular,-19.52,18.97,9.03,Chris Cortes,4,Consumidor,21/01/2009,,,,
742,2875,20711,19/01/2009,Critical,18, $123.11 ,0,Terrestre,-101.6595,119.99,56.14,Chris Cortes,1,Consumidor,20/01/2009,,,,
126,2357,16999,19/01/2009,Critical,18, $198.25 ,0.09,Aereo Regular,1081.62,207.48,0.99,Stuart Calhoun,1,Consumidor,21/01/2009,,,,
86,6237,44197,20/01/2009,Alto,27, $147.05 ,0.02,Terrestre,-229.79,140.98,53.48,Cynthia Arntzen,1,PYME,23/01/2009,,,,
480,5392,38340,20/01/2009,Critical,36, $60.20 ,0.02,Aereo Regular,684.9,60.22,3.5,Tanja Norvell,9,Corporativo,21/01/2009,,,,
927,5287,37638,21/01/2009,Bajo,33, $4.24 ,0.07,Aereo Regular,-140.54,4.13,6.89,Aaron Smayling,2,PYME,23/01/2009,,,,
552,8219,58759,21/01/2009,Bajo,4, $8.36 ,0.1,Aereo Regular,-6.88,8.01,2.87,Andrew Allen,3,Corporativo,28/01/2009,,,,
468,4370,31138,21/01/2009,Alto,37, $33.82 ,0.05,Terrestre,-1756.4404,31.76,45.51,Arthur Prichep,1,PYME,23/01/2009,,,,
40,6936,49505,21/01/2009,Critical,12, $8.15 ,0.04,Aereo Regular,-8.4985,7.84,4.71,Harold Ryan,1,Oficina en Hogar,23/01/2009,,,,
137,6937,49505,21/01/2009,Critical,34, $9.87 ,0.04,Aereo Express,85.83,9.78,1.99,Harold Ryan,1,Oficina en Hogar,22/01/2009,,,,
146,4600,32800,21/01/2009,No Especificado,33, $343.53 ,0.04,Terrestre,1161.75,355.98,58.92,Larry Tron,5,Oficina en Hogar,22/01/2009,,,,
474,4601,32800,21/01/2009,No Especificado,19, $18.64 ,0.09,Aereo Regular,8.79,19.98,8.68,Larry Tron,5,Oficina en Hogar,22/01/2009,,,,
474,4602,32800,21/01/2009,No Especificado,40, $18.80 ,0.07,Aereo Regular,69.08,19.98,8.68,Larry Tron,5,Oficina en Hogar,23/01/2009,,,,
608,5351,38021,21/01/2009,Medio,46, $32.22 ,0.02,Aereo Regular,709.325,30.44,1.49,Rob Haberlin,3,Corporativo,23/01/2009,,,,
372,5349,38021,21/01/2009,Medio,16, $275.44 ,0.04,Terrestre,834.96,279.81,23.19,Rob Haberlin,1,Corporativo,22/01/2009,,,,
1013,5350,38021,21/01/2009,Medio,36, $4.81 ,0.02,Aereo Regular,81.77,4.91,0.5,Rob Haberlin,1,Corporativo,22/01/2009,,,,
40,5042,35936,21/01/2009,Medio,41, $7.62 ,0.08,Aereo Regular,-10.3845,7.84,4.71,Roy Phan,5,Corporativo,22/01/2009,,,,
98,5043,35936,21/01/2009,Medio,40, $103.81 ,0.03,Aereo Regular,813.33,105.34,24.49,Roy Phan,5,Corporativo,22/01/2009,,,,
1101,7378,52608,21/01/2009,Bajo,36, $4.10 ,0.05,Aereo Regular,40.04,3.98,0.7,Thea Hudgings,9,Consumidor,25/01/2009,,,,
281,1058,7815,22/01/2009,Critical,6, $31.23 ,0.09,Aereo Regular,-125.96,32.98,5.5,Amy Hunt,6,Oficina en Hogar,23/01/2009,,,,
807,3955,28225,22/01/2009,Critical,13, $89.28 ,0.01,Aereo Regular,-330.14,80.98,35,Guy Phonely,1,Corporativo,24/01/2009,,,,
